Price,Close,High,Low,Open,Volume
Ticker,3988.HK,3988.HK,3988.HK,3988.HK,3988.HK
Date,,,,,
2024-06-28,3.5875210762023926,3.5875210762023926,3.522293480861643,3.522293480861643,232354713
2024-07-02,3.596839189529419,3.634112322129431,3.5595662790934774,3.568884506702463,222152225
2024-07-03,3.5688846111297607,3.6247942005836857,3.540929927484837,3.6154759727020442,250927347
2024-07-04,3.61547589302063,3.6247941206969068,3.5688845324751726,3.5782027601514494,265522051
2024-07-05,3.5409297943115234,3.634112291787447,3.531611566780338,3.6154758367250763,309164947
2024-07-08,3.5,3.549999952316284,3.4700000286102295,3.549999952316284,265945060
2024-07-09,3.4700000286102295,3.509999990463257,3.450000047683716,3.5,270522343
2024-07-10,3.4700000286102295,3.5199999809265137,3.440000057220459,3.4600000381469727,235756435
2024-07-11,3.5,3.5299999713897705,3.4700000286102295,3.5,210142299
2024-07-12,3.5899999141693115,3.5899999141693115,3.5199999809265137,3.5199999809265137,277718072
2024-07-15,3.5399999618530273,3.630000114440918,3.5,3.5899999141693115,246570139
2024-07-16,3.4800000190734863,3.549999952316284,3.4600000381469727,3.5199999809265137,224725423
2024-07-17,3.440000057220459,3.490000009536743,3.4200000762939453,3.4600000381469727,230012688
2024-07-18,3.450000047683716,3.4800000190734863,3.4200000762939453,3.430000066757202,177053249
2024-07-19,3.390000104904175,3.450000047683716,3.359999895095825,3.440000057220459,248730067
2024-07-22,3.4200000762939453,3.4200000762939453,3.3399999141693115,3.4000000953674316,235557434
2024-07-23,3.4600000381469727,3.490000009536743,3.4100000858306885,3.4100000858306885,238082828
2024-07-24,3.450000047683716,3.4800000190734863,3.440000057220459,3.4700000286102295,219788668
2024-07-25,3.4100000858306885,3.5,3.4000000953674316,3.450000047683716,241398977
2024-07-26,3.380000114440918,3.4600000381469727,3.369999885559082,3.4100000858306885,194845949
2024-07-29,3.440000057220459,3.4600000381469727,3.390000104904175,3.4000000953674316,250168395
2024-07-30,3.440000057220459,3.450000047683716,3.380000114440918,3.440000057220459,324003036
2024-07-31,3.4800000190734863,3.5199999809265137,3.430000066757202,3.4600000381469727,393045558
2024-08-01,3.430000066757202,3.5,3.4200000762939453,3.4800000190734863,152256867
2024-08-02,3.430000066757202,3.450000047683716,3.359999895095825,3.4000000953674316,186761188
2024-08-05,3.309999942779541,3.390000104904175,3.25,3.390000104904175,459591374
2024-08-06,3.299999952316284,3.359999895095825,3.2899999618530273,3.319999933242798,198992684
2024-08-07,3.3299999237060547,3.359999895095825,3.299999952316284,3.309999942779541,205752517
2024-08-08,3.3399999141693115,3.3499999046325684,3.2899999618530273,3.319999933242798,162298663
2024-08-09,3.359999895095825,3.4000000953674316,3.3499999046325684,3.359999895095825,114701183
2024-08-12,3.4000000953674316,3.4100000858306885,3.359999895095825,3.369999885559082,127140590
2024-08-13,3.4100000858306885,3.450000047683716,3.380000114440918,3.4100000858306885,171017850
2024-08-14,3.4100000858306885,3.440000057220459,3.380000114440918,3.430000066757202,104169265
2024-08-15,3.440000057220459,3.4600000381469727,3.369999885559082,3.4000000953674316,207915352
2024-08-16,3.490000009536743,3.5,3.440000057220459,3.450000047683716,167189239
2024-08-19,3.549999952316284,3.559999942779541,3.490000009536743,3.5,280645193
2024-08-20,3.5799999237060547,3.5799999237060547,3.5399999618530273,3.569999933242798,167862373
2024-08-21,3.5399999618530273,3.5799999237060547,3.5,3.559999942779541,153699946
2024-08-22,3.5799999237060547,3.5799999237060547,3.509999990463257,3.5399999618530273,205812365
2024-08-23,3.569999933242798,3.5899999141693115,3.5399999618530273,3.559999942779541,107443945
2024-08-26,3.5899999141693115,3.5999999046325684,3.5399999618530273,3.569999933242798,115234641
2024-08-27,3.6500000953674316,3.6500000953674316,3.5799999237060547,3.5799999237060547,211680911
2024-08-28,3.609999895095825,3.6700000762939453,3.5999999046325684,3.640000104904175,166339387
2024-08-29,3.5399999618530273,3.609999895095825,3.4600000381469727,3.5799999237060547,264550417
2024-08-30,3.5399999618530273,3.5799999237060547,3.5,3.5299999713897705,376874345
2024-09-02,3.5,3.5299999713897705,3.4700000286102295,3.509999990463257,264777281
2024-09-03,3.430000066757202,3.509999990463257,3.390000104904175,3.490000009536743,362186171
2024-09-04,3.430000066757202,3.440000057220459,3.359999895095825,3.4100000858306885,206519733
2024-09-05,3.390000104904175,3.440000057220459,3.369999885559082,3.440000057220459,159518071
2024-09-09,3.3399999141693115,3.380000114440918,3.319999933242798,3.359999895095825,279021178
2024-09-10,3.359999895095825,3.390000104904175,3.3399999141693115,3.3399999141693115,200077296
2024-09-11,3.2899999618530273,3.359999895095825,3.25,3.359999895095825,266640289
2024-09-12,3.3399999141693115,3.359999895095825,3.2699999809265137,3.299999952316284,155784396
2024-09-13,3.369999885559082,3.390000104904175,3.3499999046325684,3.359999895095825,144926134
2024-09-16,3.4000000953674316,3.4100000858306885,3.3399999141693115,3.3499999046325684,82803036
2024-09-17,3.4600000381469727,3.4800000190734863,3.4000000953674316,3.4000000953674316,140573891
2024-09-19,3.450000047683716,3.4600000381469727,3.4000000953674316,3.450000047683716,249277087
2024-09-20,3.5,3.509999990463257,3.4200000762939453,3.430000066757202,305177356
2024-09-23,3.549999952316284,3.559999942779541,3.5,3.5,185887510
2024-09-24,3.680000066757202,3.7200000286102295,3.5799999237060547,3.5899999141693115,611318265
2024-09-25,3.759999990463257,3.8299999237060547,3.740000009536743,3.7799999713897705,531516254
2024-09-26,3.8299999237060547,3.8299999237060547,3.700000047683716,3.799999952316284,479211045
2024-09-27,3.7300000190734863,3.880000114440918,3.6600000858306885,3.8499999046325684,685214300
2024-09-30,3.6700000762939453,3.740000009536743,3.5899999141693115,3.7200000286102295,790427040
2024-10-02,3.8399999141693115,3.880000114440918,3.6600000858306885,3.6700000762939453,655198960
2024-10-03,3.809999942779541,3.8499999046325684,3.75,3.8499999046325684,396490150
2024-10-04,3.859999895095825,3.880000114440918,3.75,3.7899999618530273,338803821
2024-10-07,3.9000000953674316,3.950000047683716,3.859999895095825,3.880000114440918,346162788
